CustomerName,Country,InvoiceId,InvoiceDate,ProductName,CategoryName,UnitPrice,Quantity,LineTotal
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Não Quero Dinheiro,Latin,0.99,1,0.99
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Canário Do Reino,Latin,0.99,1,0.99
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Comida,Alternative & Punk,0.99,1,0.99
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Marvin,Alternative & Punk,0.99,1,0.99
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Cabeça Dinossauro,Alternative & Punk,0.99,1,0.99
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Polícia (Vinheta),Alternative & Punk,0.99,1,0.99
Diego Gutiérrez,Argentina,403,2013-11-08 00:00:00,Sua Impossivel Chance,Alternative & Punk,0.99,1,0.99
Enrique Muñoz,Spain,402,2013-11-05 00:00:00,I Can't Explain,Rock,0.99,1,0.99
Enrique Muñoz,Spain,402,2013-11-05 00:00:00,I'm A Boy,Rock,0.99,1,0.99
Enrique Muñoz,Spain,402,2013-11-05 00:00:00,I Can See For Miles,Rock,0.99,1,0.99
Enrique Muñoz,Spain,402,2013-11-05 00:00:00,Baba O'Riley,Rock,0.99,1,0.99
Enrique Muñoz,Spain,402,2013-11-05 00:00:00,Join Together,Rock,0.99,1,0.99
Enrique Muñoz,Spain,402,2013-11-05 00:00:00,Primavera,Latin,0.99,1,0.99
Hugh O'Reilly,Ireland,401,2013-11-04 00:00:00,Army Ants,Alternative & Punk,0.99,1,0.99
Hugh O'Reilly,Ireland,401,2013-11-04 00:00:00,Gyroscope,Alternative & Punk,0.99,1,0.99
Hugh O'Reilly,Ireland,401,2013-11-04 00:00:00,Release,Alternative & Punk,0.99,1,0.99
Hugh O'Reilly,Ireland,401,2013-11-04 00:00:00,Babylon,Alternative & Punk,0.99,1,0.99
Wyatt Girard,France,399,2013-11-03 00:00:00,Heaven Coming Down,Alternative & Punk,0.99,1,0.99
Wyatt Girard,France,399,2013-11-03 00:00:00,The River (Remix),Alternative & Punk,0.99,1,0.99
Terhi Hämäläinen,Finland,400,2013-11-03 00:00:00,Waiting On A Sign,Alternative & Punk,0.99,1,0.99
Terhi Hämäläinen,Finland,400,2013-11-03 00:00:00,Paint It Black,Alternative & Punk,0.99,1,0.99
Marc Dubois,France,398,2013-10-21 00:00:00,Release,Alternative & Punk,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Black Moon Creeping,Blues,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,White Riot,Alternative & Punk,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Train In Vain,Alternative & Punk,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,War (The Process),Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Speed Of Light,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Wild Hearted Son,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Sun King,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Back Door Man,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Don't Stand so Close to Me,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Message in a Bottle (new classic rock mix),Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Paint It Black,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Corinna,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Love Is Strong,Rock,0.99,1,0.99
Patrick Gray,USA,397,2013-10-13 00:00:00,Sweethearts Together,Rock,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Rasul,Jazz,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,End Of Romanticism,Jazz,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Travis Walk,Blues,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Sex Type Thing,Rock,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Piece Of Pie,Rock,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,B.Y.O.B.,Metal,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Question!,Metal,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Duende,Rock,0.99,1,0.99
Michelle Brooks,USA,396,2013-10-08 00:00:00,Sting Me,Blues,0.99,1,0.99
Roberto Almeida,Brazil,395,2013-10-05 00:00:00,Eye,Alternative & Punk,0.99,1,0.99
Roberto Almeida,Brazil,395,2013-10-05 00:00:00,Stand Inside Your Love,Alternative & Punk,0.99,1,0.99
Roberto Almeida,Brazil,395,2013-10-05 00:00:00,Flower,Rock,0.99,1,0.99
Roberto Almeida,Brazil,395,2013-10-05 00:00:00,Jesus Christ Pose,Rock,0.99,1,0.99
Roberto Almeida,Brazil,395,2013-10-05 00:00:00,The Day I Tried To Live,Rock,0.99,1,0.99
Roberto Almeida,Brazil,395,2013-10-05 00:00:00,Burden In My Hand,Rock,0.99,1,0.99
Daan Peeters,Belgium,394,2013-10-04 00:00:00,Rhinocerous,Alternative & Punk,0.99,1,0.99
Daan Peeters,Belgium,394,2013-10-04 00:00:00,Cherub Rock,Alternative & Punk,0.99,1,0.99
Daan Peeters,Belgium,394,2013-10-04 00:00:00,Disarm,Alternative & Punk,0.99,1,0.99
Daan Peeters,Belgium,394,2013-10-04 00:00:00,Bullet With Butterfly Wings,Alternative & Punk,0.99,1,0.99
Bjørn Hansen,Norway,392,2013-10-03 00:00:00,Saturnine,Alternative & Punk,0.99,1,0.99
Bjørn Hansen,Norway,392,2013-10-03 00:00:00,Rock On,Alternative & Punk,0.99,1,0.99
Helena Holý,Czech Republic,393,2013-10-03 00:00:00,Winterlong,Alternative & Punk,0.99,1,0.99
Helena Holý,Czech Republic,393,2013-10-03 00:00:00,Blissed & Gone,Alternative & Punk,0.99,1,0.99
François Tremblay,Canada,391,2013-09-20 00:00:00,Waiting,Alternative & Punk,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Sapato 36,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,If You Have To Ask,Alternative & Punk,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Under The Bridge,Alternative & Punk,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,This Is The Place,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Tear,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Get On Top,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Right On Time,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Anthem,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,La Puesta Del Sol,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Just Ain't Good Enough,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,If You Don't Know Me By Now,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Água E Fogo,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Fica,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,390,2013-09-12 00:00:00,Os Exilados,Rock,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Hairshirt,Alternative & Punk,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Undertow,Rock,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Binky The Doormat,Rock,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Low,Alternative & Punk,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Country Feedback,Alternative & Punk,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Don't Go Back To Rockville,Alternative & Punk,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,I Believe,Alternative & Punk,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,A Sua,Alternative & Punk,0.99,1,0.99
Camille Bernard,France,389,2013-09-07 00:00:00,Bê-a-Bá,Alternative & Punk,0.99,1,0.99
Ellie Sullivan,Canada,388,2013-09-04 00:00:00,Flash,Rock,0.99,1,0.99
Ellie Sullivan,Canada,388,2013-09-04 00:00:00,We Will Rock You,Rock,0.99,1,0.99
Ellie Sullivan,Canada,388,2013-09-04 00:00:00,Spread Your Wings,Rock,0.99,1,0.99
Ellie Sullivan,Canada,388,2013-09-04 00:00:00,Who Needs You,Rock,0.99,1,0.99
Ellie Sullivan,Canada,388,2013-09-04 00:00:00,Me In Honey,Alternative & Punk,0.99,1,0.99
Ellie Sullivan,Canada,388,2013-09-04 00:00:00,You Are The Everything,Alternative & Punk,0.99,1,0.99
Robert Brown,Canada,387,2013-09-03 00:00:00,Fat Bottomed Girls,Rock,0.99,1,0.99
Robert Brown,Canada,387,2013-09-03 00:00:00,You're My Best Friend,Rock,0.99,1,0.99
Robert Brown,Canada,387,2013-09-03 00:00:00,Save Me,Rock,0.99,1,0.99
Robert Brown,Canada,387,2013-09-03 00:00:00,Somebody To Love,Rock,0.99,1,0.99
Victor Stevens,USA,385,2013-09-02 00:00:00,Nega Do Cabelo Duro,Hip Hop/Rap,0.99,1,0.99
Victor Stevens,USA,385,2013-09-02 00:00:00,Hemp Family,Hip Hop/Rap,0.99,1,0.99
Patrick Gray,USA,386,2013-09-02 00:00:00,Se Liga,Hip Hop/Rap,0.99,1,0.99
Patrick Gray,USA,386,2013-09-02 00:00:00,Another One Bites The Dust,Rock,0.99,1,0.99
Frank Ralston,USA,384,2013-08-20 00:00:00,Rappers Reais,Hip Hop/Rap,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Most High,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Your Blue Room,Soundtrack,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Plot 180,Soundtrack,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Sanctuary,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Untitled,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Black,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Big Wave,Alternative & Punk,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Cropduster,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,1/2 Full,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Oceans,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Dissident,Rock,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Don't Look Back,Reggae,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Pick Myself Up,Reggae,0.99,1,0.99
Eduardo Martins,Brazil,383,2013-08-12 00:00:00,Any Colour You Like,Rock,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Vamo Batê Lata,Latin,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Mensagen De Amor (2000),Latin,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Saber Amar,Latin,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Cinema Mudo,Latin,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Meu Erro,Latin,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Será Que Vai Chover?,Latin,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,"Mama, I'm Coming Home",Rock,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Flying High Again,Metal,0.99,1,0.99
Luís Gonçalves,Brazil,382,2013-08-07 00:00:00,Paranoid,Metal,0.99,1,0.99
Steve Murray,United Kingdom,381,2013-08-04 00:00:00,Todo Amor (Asas Da Liberdade),Latin,0.99,1,0.99
Steve Murray,United Kingdom,381,2013-08-04 00:00:00,Jeito Faceiro,Latin,0.99,1,0.99
Steve Murray,United Kingdom,381,2013-08-04 00:00:00,Olodum - Smile (Instrumental),Latin,0.99,1,0.99
Steve Murray,United Kingdom,381,2013-08-04 00:00:00,"Um Amor, Um Lugar",Latin,0.99,1,0.99
Steve Murray,United Kingdom,381,2013-08-04 00:00:00,Uns Dias,Latin,0.99,1,0.99
Steve Murray,United Kingdom,381,2013-08-04 00:00:00,Brasília 5:31,Latin,0.99,1,0.99
Enrique Muñoz,Spain,380,2013-08-03 00:00:00,Mãe Terra,Rock,0.99,1,0.99
Enrique Muñoz,Spain,380,2013-08-03 00:00:00,Menino De Rua,Rock,0.99,1,0.99
Enrique Muñoz,Spain,380,2013-08-03 00:00:00,Elza,Rock,0.99,1,0.99
Enrique Muñoz,Spain,380,2013-08-03 00:00:00,Nossa Gente (Avisa Là),Latin,0.99,1,0.99
Hugh O'Reilly,Ireland,378,2013-08-02 00:00:00,Folhas Secas,Rock,0.99,1,0.99
Hugh O'Reilly,Ireland,378,2013-08-02 00:00:00,Poeira,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,379,2013-08-02 00:00:00,Quem Mata A Mulher Mata O Melhor,Rock,0.99,1,0.99
Johannes Van der Berg,Netherlands,379,2013-08-02 00:00:00,O Braço Da Minha Guitarra,Rock,0.99,1,0.99
Ladislav Kovács,Hungary,377,2013-07-20 00:00:00,Sangue Latino,Rock,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Invisible Kid,Metal,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Eye Of The Beholder,Metal,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,The Duke,Jazz,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Blues For Pablo (Alternate Take),Jazz,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Menestrel Das Alagoas,Latin,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Beijo Partido,Latin,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Norwegian Wood,Latin,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Jailbait,Metal,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,O Que Vai Em Meu Coração,World,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,A Moça e a Chuva,World,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Same Ol' Situation,Metal,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Shout At The Devil,Metal,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Spank Thru,Rock,0.99,1,0.99
Martha Silk,Canada,376,2013-07-12 00:00:00,Smells Like Teen Spirit,Rock,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Hit The Lights,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Phantom Lord,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,The House Jack Built,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Poor Twisted Me,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Battery,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Orion,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Better Than You,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Low Man's Lyric,Metal,0.99,1,0.99
Heather Leacock,USA,375,2013-07-07 00:00:00,Fade To Black,Metal,0.99,1,0.99
Frank Harris,USA,374,2013-07-04 00:00:00,Holier Than Thou,Metal,0.99,1,0.99
Frank Harris,USA,374,2013-07-04 00:00:00,Through The Never,Metal,0.99,1,0.99
Frank Harris,USA,374,2013-07-04 00:00:00,My Friend Of Misery,Metal,0.99,1,0.99
Frank Harris,USA,374,2013-07-04 00:00:00,The Wait,Metal,0.99,1,0.99
Frank Harris,USA,374,2013-07-04 00:00:00,Blitzkrieg,Metal,0.99,1,0.99
Frank Harris,USA,374,2013-07-04 00:00:00,So What,Metal,0.99,1,0.99
Roberto Almeida,Brazil,373,2013-07-03 00:00:00,Be Good Johnny,Rock,0.99,1,0.99
Roberto Almeida,Brazil,373,2013-07-03 00:00:00,Down by the Sea,Rock,0.99,1,0.99
Roberto Almeida,Brazil,373,2013-07-03 00:00:00,It's a Mistake,Rock,0.99,1,0.99
Roberto Almeida,Brazil,373,2013-07-03 00:00:00,Shakes and Ladders,Rock,0.99,1,0.99
Daan Peeters,Belgium,371,2013-07-02 00:00:00,Save The Children,R&B/Soul,0.99,1,0.99
Daan Peeters,Belgium,371,2013-07-02 00:00:00,You Sure Love To Ball,R&B/Soul,0.99,1,0.99
Eduardo Martins,Brazil,372,2013-07-02 00:00:00,Praise,R&B/Soul,0.99,1,0.99
Eduardo Martins,Brazil,372,2013-07-02 00:00:00,Down Under,Rock,0.99,1,0.99
Astrid Gruber,Austria,370,2013-06-19 00:00:00,"Abraham, Martin And John",R&B/Soul,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Sick Again,Rock,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Celebration Day,Rock,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,L'Avventura,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Leila,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Tempo Perdido,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Giz,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Mr. Cab Driver,Rock,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Assim Caminha A Humanidade,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Satisfação,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Ro-Que-Se-Da-Ne,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,O Último Romântico (Ao Vivo),Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Childhoods End?,Rock,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Panis Et Circenses,Latin,0.99,1,0.99
Emma Jones,United Kingdom,369,2013-06-11 00:00:00,Segue O Seco,Latin,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Over The Hills And Far Away,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,In The Evening,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,I'm Gonna Crawl,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Four Sticks,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Dazed and Confused,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Whole Lotta Love,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Ramble On,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Since I've Been Loving You,Rock,0.99,1,0.99
Isabelle Mercier,France,368,2013-06-06 00:00:00,Hats Off To (Roy) Harper,Rock,0.99,1,0.99
Fynn Zimmermann,Germany,367,2013-06-03 00:00:00,I Still Love You,Rock,0.99,1,0.99
Fynn Zimmermann,Germany,367,2013-06-03 00:00:00,Nothin' To Lose,Rock,0.99,1,0.99
Fynn Zimmermann,Germany,367,2013-06-03 00:00:00,Since I've Been Loving You,Rock,0.99,1,0.99
Fynn Zimmermann,Germany,367,2013-06-03 00:00:00,Going To California,Rock,0.99,1,0.99
Fynn Zimmermann,Germany,367,2013-06-03 00:00:00,We're Gonna Groove,Rock,0.99,1,0.99
Fynn Zimmermann,Germany,367,2013-06-03 00:00:00,Ozone Baby,Rock,0.99,1,0.99
Ellie Sullivan,Canada,366,2013-06-02 00:00:00,Tyrant (Live),Metal,0.99,1,0.99
Ellie Sullivan,Canada,366,2013-06-02 00:00:00,Plaster Caster,Rock,0.99,1,0.99
Ellie Sullivan,Canada,366,2013-06-02 00:00:00,Do You Love Me,Rock,0.99,1,0.99
Ellie Sullivan,Canada,366,2013-06-02 00:00:00,Sure Know Something,Rock,0.99,1,0.99
Robert Brown,Canada,364,2013-06-01 00:00:00,Turbo Lover,Metal,0.99,1,0.99
Robert Brown,Canada,364,2013-06-01 00:00:00,Freewheel Burning,Metal,0.99,1,0.99
Martha Silk,Canada,365,2013-06-01 00:00:00,Metal Meltdown,Metal,0.99,1,0.99
Martha Silk,Canada,365,2013-06-01 00:00:00,Diamonds And Rust (Live),Metal,0.99,1,0.99
Julia Barnett,USA,363,2013-05-19 00:00:00,You've Got Another Thing Comin',Metal,0.99,1,0.99
Mark Philips,Canada,362,2013-05-11 00:00:00,"Say It Loud, I'm Black And I'm Proud Pt.1",R&B/Soul,0.99,1,0.99
